evidence_id,source_id,primary_place_id,topic,normalized_text,text_kind,review_status
EVD_000014,SRC_000009,PLACE_000001,archaeology,"Tầng dưới cùng tại khu khảo cổ 18 Hoàng Diệu thuộc thời Tiền Thăng Long hay Đại La; tại đây phát hiện móng kiến trúc, cống, giếng, gạch, ngói và đồ gốm sứ.",normalized_summary,approved
EVD_000015,SRC_000010,PLACE_000001,archaeology,"Phía trên tầng Đại La là tầng văn hóa Lý–Trần từ thế kỷ XI đến XIV, có trụ móng sỏi, nền gạch, chân tảng đá, sân, cống, giếng và di vật trang trí kiến trúc.",normalized_summary,approved
EVD_000016,SRC_000011,PLACE_000001,archaeology,"Tầng văn hóa thời Lê tại khu khảo cổ 18 Hoàng Diệu có niên đại từ thế kỷ XV đến XVIII, chứa dấu tích kiến trúc, giếng, ngói lưu ly, đồ sứ ngự dụng và đồ kim loại.",normalized_summary,approved
EVD_000017,SRC_000012,PLACE_000001,revolutionary_history,Nhà D67 và Hầm D67 được xây dựng năm 1967 theo quyết định của Bộ Quốc phòng để phục vụ cơ quan Tổng hành dinh trong thời chiến; công trình mang đặc trưng kiến trúc quân sự.,normalized_summary,approved
EVD_000018,SRC_000012,PLACE_000001,revolutionary_history,"Nhà D67 gắn với hoạt động của Bộ Chính trị, Quân ủy Trung ương và phòng làm việc của Đại tướng Võ Nguyên Giáp, Đại tướng Văn Tiến Dũng. Tường nhà dày 0,6 m; Hầm D67 sâu 9 m.",normalized_summary,approved
EVD_000019,SRC_000013,PLACE_000001,management,"Trung tâm Bảo tồn Di sản Thăng Long – Hà Nội trực thuộc Ủy ban nhân dân thành phố Hà Nội và có chức năng quản lý, bảo tồn, phát huy giá trị Khu trung tâm Hoàng thành Thăng Long.",normalized_summary,approved
EVD_000020,SRC_000013,PLACE_000001,management,Trung tâm Bảo tồn Di sản Thăng Long – Hà Nội được thành lập theo quyết định của Ủy ban nhân dân thành phố Hà Nội ngày 01 tháng 09 năm 2006.,normalized_summary,approved
EVD_000021,SRC_000014,PLACE_000001,visitor,"Chương trình giáo dục di sản dành cho học sinh trung học cơ sở tổ chức tham quan Đoan Môn, Điện Kính Thiên, Hậu Lâu, khu trưng bày khảo cổ, Nhà D67 và Hầm D67.",normalized_summary,approved
EVD_000022,SRC_000015,PLACE_000001,activity,"Tour đêm Giải mã Hoàng thành Thăng Long gồm các hoạt động tham quan Đoan Môn, xem biểu diễn và trưng bày, dâng hương tại Điện Kính Thiên, tham quan khảo cổ 18 Hoàng Diệu và giải mã hiện vật.",normalized_summary,approved
EVD_000023,SRC_000016,PLACE_000001,architecture,"Cột cờ Hà Nội được xây dựng năm 1812 dưới triều Gia Long; công trình cao 33,4 m và gồm ba tầng đế, thân cột cùng vọng canh.",normalized_summary,approved
EVD_000024,SRC_000017,PLACE_000001,architecture,Bắc Môn là cổng thành còn tương đối nguyên vẹn của Thành Hà Nội thời Nguyễn và là một di tích tiêu biểu thuộc Khu trung tâm Hoàng thành Thăng Long.,normalized_summary,approved
EVD_000025,SRC_000018,PLACE_000001,archaeology,"Cuộc khai quật bắt đầu tháng 12 năm 2002 trên diện tích khoảng 19.000 m², làm phát lộ dấu tích và các tầng văn hóa kéo dài khoảng 13 thế kỷ.",normalized_summary,approved
EVD_000026,SRC_000018,PLACE_000001,history,"Các dấu tích tại Hoàng thành phản ánh tiến trình từ thời Tiền Thăng Long qua các triều Lý, Trần, Lê, Mạc và Nguyễn.",normalized_summary,approved
EVD_000027,SRC_000019,PLACE_000004,location,"Di tích có địa chỉ tại số 58 phố Quốc Tử Giám, phường Văn Miếu - Quốc Tử Giám, Hà Nội.",normalized_summary,approved
EVD_000028,SRC_000019,PLACE_000004,location,Văn Miếu – Quốc Tử Giám nằm tại phường Văn Miếu - Quốc Tử Giám.,normalized_summary,approved
EVD_000029,SRC_000019,PLACE_000004,location,Văn Miếu – Quốc Tử Giám nằm tại thành phố Hà Nội.,normalized_summary,approved
EVD_000030,SRC_000025,PLACE_000004,classification,"Văn Miếu – Quốc Tử Giám là một di tích lịch sử, văn hóa được Nhà nước xếp hạng.",normalized_summary,approved
EVD_000031,SRC_000019,PLACE_000004,component,Văn Miếu là bộ phận thờ tự trong quần thể di tích.,normalized_summary,approved
EVD_000032,SRC_000019,PLACE_000004,component,Quốc Tử Giám là bộ phận giáo dục trong quần thể di tích.,normalized_summary,approved
EVD_000033,SRC_000019,PLACE_000004,component,Hồ Văn thuộc tổng thể Văn Miếu – Quốc Tử Giám.,normalized_summary,approved
EVD_000034,SRC_000019,PLACE_000004,component,Vườn Giám thuộc tổng thể Văn Miếu – Quốc Tử Giám.,normalized_summary,approved
EVD_000035,SRC_000019,PLACE_000004,component,Nội tự của di tích có Khu Nhập Đạo.,normalized_summary,approved
EVD_000036,SRC_000019,PLACE_000004,component,Nội tự của di tích có Khu Thành Đạt.,normalized_summary,approved
EVD_000037,SRC_000019,PLACE_000004,component,Nội tự của di tích có Vườn bia Tiến sĩ.,normalized_summary,approved
EVD_000038,SRC_000019,PLACE_000004,component,Nội tự của di tích có Khu Đại Thành.,normalized_summary,approved
EVD_000039,SRC_000019,PLACE_000004,component,Nội tự của di tích có Khu Thái Học.,normalized_summary,approved
EVD_000040,SRC_000020,PLACE_000004,component,Khuê Văn Các nằm trong lớp không gian Khu Thành Đạt.,normalized_summary,approved
EVD_000041,SRC_000021,PLACE_000004,component,Giếng Thiên Quang nằm chính giữa Vườn bia Tiến sĩ.,normalized_summary,approved
EVD_000042,SRC_000021,PLACE_000004,component,Hai phía đông và tây của giếng là các dãy bia Tiến sĩ.,normalized_summary,approved
EVD_000043,SRC_000024,PLACE_000004,component,Điện Đại Thành là công trình thờ tự chính của Khu Đại Thành.,normalized_summary,approved
EVD_000044,SRC_000022,PLACE_000004,component,Nhà Thái Học là công trình chính trong Khu Thái Học hiện nay.,normalized_summary,approved
EVD_000045,SRC_000022,PLACE_000004,component,Nhà Thái Học gồm Nhà Tiền Đường.,normalized_summary,approved
EVD_000046,SRC_000022,PLACE_000004,component,Nhà Thái Học gồm Nhà Hậu Đường.,normalized_summary,approved
EVD_000047,SRC_000023,PLACE_000004,component,Nhà Chuông nằm một bên Khu Thái Học.,normalized_summary,approved
EVD_000048,SRC_000023,PLACE_000004,component,Nhà Trống nằm đối xứng với Nhà Chuông trong Khu Thái Học.,normalized_summary,approved
EVD_000049,SRC_000019,PLACE_000004,history,Văn Miếu được khởi dựng năm 1070.,normalized_summary,approved
EVD_000050,SRC_000019,PLACE_000004,history,Vua Lý Thánh Tông cho khởi dựng Văn Miếu.,normalized_summary,approved
EVD_000051,SRC_000019,PLACE_000004,worship,Văn Miếu được lập làm nơi thờ Khổng Tử.,normalized_summary,approved
EVD_000052,SRC_000019,PLACE_000004,history,Quốc Tử Giám được xây dựng năm 1076.,normalized_summary,approved
EVD_000053,SRC_000019,PLACE_000004,history,Vua Lý Nhân Tông cho xây dựng Quốc Tử Giám.,normalized_summary,approved
EVD_000054,SRC_000020,PLACE_000004,history,Khuê Văn Các được xây dựng năm 1805.,normalized_summary,approved
EVD_000055,SRC_000020,PLACE_000004,history,Tổng trấn Bắc Thành Nguyễn Văn Thành cho xây Khuê Văn Các.,normalized_summary,approved
EVD_000056,SRC_000026,PLACE_000004,recognition,UNESCO ghi danh hệ thống bia vào Chương trình Ký ức Thế giới.,normalized_summary,approved
EVD_000057,SRC_000026,PLACE_000004,recognition,Hệ thống 82 bia Tiến sĩ được UNESCO ghi nhận là di sản tư liệu.,normalized_summary,approved
EVD_000058,SRC_000021,PLACE_000004,history,Lê Thánh Tông cho khởi dựng những bia Tiến sĩ đầu tiên năm 1484.,normalized_summary,approved
EVD_000059,SRC_000024,PLACE_000004,worship,Điện Đại Thành là không gian thờ và tôn vinh Khổng Tử.,normalized_summary,approved
EVD_000060,SRC_000022,PLACE_000004,worship,Tầng dưới Nhà Hậu Đường đặt tượng thờ Chu Văn An.,normalized_summary,approved
EVD_000061,SRC_000022,PLACE_000004,worship,Tầng hai Nhà Hậu Đường thờ vua Lý Thánh Tông.,normalized_summary,approved
EVD_000062,SRC_000022,PLACE_000004,worship,Tầng hai Nhà Hậu Đường thờ vua Lý Nhân Tông.,normalized_summary,approved
EVD_000063,SRC_000022,PLACE_000004,worship,Tầng hai Nhà Hậu Đường thờ vua Lê Thánh Tông.,normalized_summary,approved
EVD_000064,SRC_000022,PLACE_000004,history,Di tích lưu dấu Chu Văn An qua tượng thờ và nội dung trưng bày.,normalized_summary,approved
EVD_000065,SRC_000025,PLACE_000004,history,Lý Thánh Tông gắn với việc xây dựng Văn Miếu năm 1070.,normalized_summary,approved
EVD_000066,SRC_000025,PLACE_000004,history,Lý Nhân Tông gắn với việc thành lập Quốc Tử Giám năm 1076.,normalized_summary,approved
EVD_000067,SRC_000027,PLACE_000002,location,Khu di tích Cổ Loa thuộc thành phố Hà Nội.,normalized_summary,approved
EVD_000068,SRC_000027,PLACE_000002,classification,Cổ Loa là di tích lịch sử và kiến trúc nghệ thuật.,normalized_summary,approved
EVD_000069,SRC_000027,PLACE_000002,classification,Cổ Loa chứa nhiều di chỉ và dấu tích khảo cổ học.,normalized_summary,approved
EVD_000070,SRC_000037,PLACE_000002,recognition,Cổ Loa được xếp hạng là di tích quốc gia đặc biệt theo Quyết định 1419/QĐ-TTg ngày 27/9/2012.,normalized_summary,approved
EVD_000071,SRC_000027,PLACE_000002,component,Thành Cổ Loa là hạng mục trung tâm của khu di tích.,normalized_summary,approved
EVD_000072,SRC_000027,PLACE_000002,component,Thành Cổ Loa có vòng Thành Nội.,normalized_summary,approved
EVD_000073,SRC_000027,PLACE_000002,component,Thành Cổ Loa có vòng Thành Trung.,normalized_summary,approved
EVD_000074,SRC_000027,PLACE_000002,component,Thành Cổ Loa có vòng Thành Ngoại.,normalized_summary,approved
EVD_000075,SRC_000027,PLACE_000002,component,Hệ thống hào nước bao quanh các vòng thành và thông với sông Hoàng.,normalized_summary,approved
EVD_000076,SRC_000028,PLACE_000002,component,Khu di tích có Đền Thượng thờ An Dương Vương.,normalized_summary,approved
EVD_000077,SRC_000028,PLACE_000002,component,Khu di tích có Đình Ngự Triều Di Quy.,normalized_summary,approved
EVD_000078,SRC_000028,PLACE_000002,component,Khu di tích có am thờ công chúa Mỵ Châu.,normalized_summary,approved
EVD_000079,SRC_000028,PLACE_000002,component,Giếng Ngọc nằm phía trước Đền Thượng.,normalized_summary,approved
EVD_000080,SRC_000029,PLACE_000002,component,Đền Cao Lỗ là một điểm tham quan trong Khu di tích Cổ Loa.,normalized_summary,approved
EVD_000081,SRC_000028,PLACE_000002,component,Chùa Bảo Sơn thuộc quần thể di tích Cổ Loa.,normalized_summary,approved
EVD_000082,SRC_000029,PLACE_000002,component,Nhà trưng bày giới thiệu lịch sử và hiện vật của Khu di tích Cổ Loa.,normalized_summary,approved
EVD_000083,SRC_000033,PLACE_000002,archaeology,Di chỉ Cầu Vực là nơi phát hiện kho mũi tên đồng Cổ Loa.,normalized_summary,approved
EVD_000084,SRC_000034,PLACE_000002,archaeology,Di tích Mả Tre là nơi phát hiện trống đồng Cổ Loa.,normalized_summary,approved
EVD_000085,SRC_000035,PLACE_000002,archaeology,Khu lò đúc mũi tên đồng được phát hiện trong Thành Nội Cổ Loa.,normalized_summary,approved
EVD_000086,SRC_000027,PLACE_000002,history,An Dương Vương chọn Cổ Loa làm kinh đô nước Âu Lạc.,normalized_summary,approved
EVD_000087,SRC_000028,PLACE_000002,legend,Cổ Loa gắn với truyền thuyết về công chúa Mỵ Châu.,normalized_summary,approved
EVD_000088,SRC_000029,PLACE_000002,history,Cổ Loa lưu giữ đền thờ tướng Cao Lỗ.,normalized_summary,approved
EVD_000089,SRC_000033,PLACE_000002,history,Cổ Loa từng trở thành kinh đô dưới thời Ngô Quyền.,normalized_summary,approved
EVD_000090,SRC_000027,PLACE_000002,history,Thành Cổ Loa được xây dựng khoảng năm 208 trước Công nguyên.,normalized_summary,approved
EVD_000091,SRC_000027,PLACE_000002,history,An Dương Vương cho xây Thành Cổ Loa làm kinh đô Âu Lạc.,normalized_summary,approved
EVD_000092,SRC_000028,PLACE_000002,worship,Đền Thượng thờ An Dương Vương.,normalized_summary,approved
EVD_000093,SRC_000032,PLACE_000002,worship,Hậu cung Am Mỵ Châu đặt ban thờ và tượng đá Mỵ Châu.,normalized_summary,approved
EVD_000094,SRC_000031,PLACE_000002,history,Đình Ngự Triều Di Quy tương truyền dựng trên nền điện thiết triều của An Dương Vương.,normalized_summary,approved
EVD_000095,SRC_000029,PLACE_000002,worship,Đền Cao Lỗ tưởng niệm vị tướng gắn với nỏ Liên Châu.,normalized_summary,approved
EVD_000096,SRC_000033,PLACE_000002,archaeology,Kho mũi tên đồng Cổ Loa được phát hiện tại di chỉ Cầu Vực.,normalized_summary,approved
EVD_000097,SRC_000034,PLACE_000002,archaeology,Trống đồng Cổ Loa được phát hiện tại khu Mả Tre.,normalized_summary,approved
EVD_000098,SRC_000035,PLACE_000002,archaeology,Lò đúc lưu lại nhiều mảnh khuôn đá dùng đúc mũi tên đồng ba cạnh.,normalized_summary,approved
EVD_000099,SRC_000033,PLACE_000002,event,Khu di tích gắn với sự kiện phát hiện kho mũi tên đồng Cầu Vực.,normalized_summary,approved
EVD_000100,SRC_000033,PLACE_000002,event_time,Kho mũi tên đồng Cầu Vực được phát hiện năm 1959.,normalized_summary,approved
EVD_000101,SRC_000034,PLACE_000002,event,Khu di tích gắn với sự kiện phát hiện trống đồng tại Mả Tre.,normalized_summary,approved
EVD_000102,SRC_000034,PLACE_000002,event_time,Trống đồng Cổ Loa được phát hiện năm 1982.,normalized_summary,approved
EVD_000103,SRC_000034,PLACE_000002,recognition,Trống đồng Cổ Loa được công nhận là Bảo vật quốc gia.,normalized_summary,approved
EVD_000104,SRC_000036,PLACE_000002,recognition,Sưu tập khuôn đúc Cổ Loa được công nhận là Bảo vật quốc gia.,normalized_summary,approved
EVD_000105,SRC_000036,PLACE_000002,history,Lò đúc và sưu tập khuôn đúc Cổ Loa gắn trực tiếp với thời kỳ An Dương Vương.,normalized_summary,approved
EVD_000106,SRC_000013,PLACE_000002,management,Trung tâm Bảo tồn Di sản Thăng Long – Hà Nội có chức năng quản lý và phát huy giá trị Khu di tích Cổ Loa.,normalized_summary,approved
EVD_000107,SRC_000038,PLACE_000005,location,"Di tích Nhà tù Hỏa Lò có địa chỉ tại số 1 phố Hỏa Lò, phường Cửa Nam, thành phố Hà Nội.",normalized_summary,approved
EVD_000108,SRC_000038,PLACE_000005,location,Di tích Nhà tù Hỏa Lò nằm tại phường Cửa Nam.,normalized_summary,approved
EVD_000109,SRC_000038,PLACE_000005,location,Di tích Nhà tù Hỏa Lò nằm tại thành phố Hà Nội.,normalized_summary,approved
EVD_000110,SRC_000041,PLACE_000005,classification,Nhà tù Hỏa Lò được giới thiệu và xếp hạng theo loại hình di tích lịch sử.,normalized_summary,approved
EVD_000111,SRC_000038,PLACE_000005,construction,Nhà tù Hỏa Lò được chính quyền thực dân Pháp xây dựng năm 1896.,normalized_summary,approved
EVD_000112,SRC_000038,PLACE_000005,construction,Nhà tù Hỏa Lò do chính quyền thực dân Pháp xây dựng.,normalized_summary,approved
EVD_000113,SRC_000041,PLACE_000005,recognition,Nhà tù Hỏa Lò được công nhận là di tích lịch sử quốc gia.,normalized_summary,approved
EVD_000114,SRC_000041,PLACE_000005,recognition,Nhà tù Hỏa Lò được công nhận là di tích lịch sử ngày 18 tháng 6 năm 1997 theo Quyết định 1543-QĐ/VH.,normalized_summary,approved
EVD_000115,SRC_000040,PLACE_000005,management,"Ban Quản lý Di tích Nhà tù Hỏa Lò là đơn vị trực tiếp quản lý, bảo quản và trưng bày tài liệu, hiện vật của di tích.",normalized_summary,approved
EVD_000116,SRC_000038,PLACE_000005,measurement,Tổng diện tích Nhà tù Trung ương và các đường lân cận dẫn đến nhà tù là 12.908 m².,normalized_summary,approved
EVD_000117,SRC_000042,PLACE_000005,measurement,Phần còn lại của Nhà tù Hỏa Lò được bảo tồn và xếp hạng có diện tích 2.434 m².,normalized_summary,approved
EVD_000118,SRC_000039,PLACE_000005,architecture,Thiết kế Nhà tù Hỏa Lò có một nhà dùng cho việc canh gác.,normalized_summary,approved
EVD_000119,SRC_000039,PLACE_000005,architecture,Thiết kế Nhà tù Hỏa Lò có hai nhà dùng làm bệnh xá.,normalized_summary,approved
EVD_000120,SRC_000039,PLACE_000005,architecture,Thiết kế Nhà tù Hỏa Lò có hai nhà dùng để giam bị can.,normalized_summary,approved
EVD_000121,SRC_000039,PLACE_000005,architecture,Thiết kế Nhà tù Hỏa Lò có một nhà dùng làm phân xưởng.,normalized_summary,approved
EVD_000122,SRC_000039,PLACE_000005,architecture,Thiết kế Nhà tù Hỏa Lò có năm nhà dùng để giam tù nhân.,normalized_summary,approved
EVD_000123,SRC_000041,PLACE_000005,architecture,Khu di tích có Đài tưởng niệm Nhà tù Hỏa Lò.,normalized_summary,approved
EVD_000124,SRC_000043,PLACE_000005,exhibition,Hai phòng trưng bày tại di tích giới thiệu cuộc sống của tù binh phi công Mỹ ở Hỏa Lò.,normalized_summary,approved
EVD_000125,SRC_000041,PLACE_000005,heritage_object,Hệ thống trưng bày tại di tích có chiếc máy chém từng được thực dân Pháp sử dụng để hành quyết chiến sĩ cách mạng.,normalized_summary,approved
EVD_000126,SRC_000041,PLACE_000005,heritage_object,Di tích có mô hình tái tạo hình ảnh các chiến sĩ cách mạng trong lao tù.,normalized_summary,approved
EVD_000127,SRC_000039,PLACE_000005,architecture,Nhà canh gác là một hạng mục trong thiết kế Nhà tù Hỏa Lò.,normalized_summary,approved
EVD_000128,SRC_000039,PLACE_000005,architecture,Cụm bệnh xá là một hạng mục trong thiết kế Nhà tù Hỏa Lò.,normalized_summary,approved
EVD_000129,SRC_000039,PLACE_000005,architecture,Khu giam bị can là một hạng mục trong thiết kế Nhà tù Hỏa Lò.,normalized_summary,approved
EVD_000130,SRC_000039,PLACE_000005,architecture,Phân xưởng là một hạng mục trong thiết kế Nhà tù Hỏa Lò.,normalized_summary,approved
EVD_000131,SRC_000039,PLACE_000005,architecture,Khu giam tù nhân là một hạng mục trong thiết kế Nhà tù Hỏa Lò.,normalized_summary,approved
EVD_000132,SRC_000041,PLACE_000005,architecture,Đài tưởng niệm nằm trong khu Di tích Nhà tù Hỏa Lò.,normalized_summary,approved
EVD_000133,SRC_000038,PLACE_000005,history,Di tích gắn với sự kiện xây dựng Nhà tù Hỏa Lò trong năm 1896.,normalized_summary,approved
EVD_000134,SRC_000042,PLACE_000005,history,"Năm 1954, Quân đội nhân dân Việt Nam tiếp quản Nhà tù Hỏa Lò.",normalized_summary,approved
EVD_000135,SRC_000042,PLACE_000005,history,"Trong giai đoạn 1964–1973, Nhà tù Hỏa Lò được dùng để giam phi công Mỹ bị bắt khi đánh phá miền Bắc Việt Nam.",normalized_summary,approved
EVD_000136,SRC_000043,PLACE_000005,history,"Tháng 3 năm 1973, Chính phủ Việt Nam trao trả các phi công Mỹ bị bắt trong chiến tranh.",normalized_summary,approved
EVD_000137,SRC_000038,PLACE_000005,history,Dự án Nhà tù Hỏa Lò được phê duyệt và công trình được tiến hành trong năm 1896.,normalized_summary,approved
EVD_000138,SRC_000042,PLACE_000005,history,Sự kiện Quân đội nhân dân Việt Nam tiếp quản Nhà tù Hỏa Lò diễn ra năm 1954.,normalized_summary,approved
EVD_000139,SRC_000042,PLACE_000005,history,Việc sử dụng Nhà tù Hỏa Lò để giam phi công Mỹ diễn ra trong giai đoạn 1964–1973.,normalized_summary,approved
EVD_000140,SRC_000043,PLACE_000005,history,Một nhóm phi công Mỹ được trao trả tại sân bay Gia Lâm ngày 14 tháng 3 năm 1973.,normalized_summary,approved
EVD_000141,SRC_000044,PLACE_000005,person,John Sidney McCain từng bị giam tại Hỏa Lò và nhiều lần trở lại thăm di tích.,normalized_summary,approved
EVD_000142,SRC_000044,PLACE_000005,person,Đại tá Trần Trọng Duyệt từng là trại trưởng trại giam Hỏa Lò.,normalized_summary,approved
EVD_000143,SRC_000043,PLACE_000005,exhibition,Phòng trưng bày về tù binh phi công Mỹ có tư liệu về John McCain sau khi ông bị bắt ngày 26 tháng 10 năm 1967.,normalized_summary,approved
EVD_000144,SRC_000044,PLACE_000005,person,John Sidney McCain được trao trả về Hoa Kỳ ngày 14 tháng 3 năm 1973.,normalized_summary,approved
EVD_000145,SRC_000041,PLACE_000005,activity,Di tích là địa chỉ đỏ phục vụ giáo dục truyền thống yêu nước và cách mạng.,normalized_summary,approved
EVD_000146,SRC_000041,PLACE_000005,activity,"Di tích thu hút khách trong nước và quốc tế đến tham quan, nghiên cứu và học tập.",normalized_summary,approved
EVD_000147,SRC_000048,PLACE_000006,location,"Di tích Gò Đống Đa có địa chỉ tại số 4 Đặng Tiến Đông, phường Đống Đa, thành phố Hà Nội.",normalized_summary,approved
EVD_000148,SRC_000048,PLACE_000006,location,Di tích Gò Đống Đa thuộc phường Đống Đa.,normalized_summary,approved
EVD_000149,SRC_000048,PLACE_000006,location,Di tích Gò Đống Đa nằm tại thành phố Hà Nội.,normalized_summary,approved
EVD_000150,SRC_000046,PLACE_000006,classification,Gò Đống Đa là một di tích lịch sử gắn với chiến thắng Ngọc Hồi – Đống Đa.,normalized_summary,approved
EVD_000151,SRC_000055,PLACE_000006,management,Ban Quản lý Công viên Văn hóa Đống Đa là đơn vị quản lý Di tích quốc gia đặc biệt Gò Đống Đa.,normalized_summary,approved
EVD_000152,SRC_000050,PLACE_000006,recognition,Gò Đống Đa được xếp hạng là Di tích quốc gia đặc biệt.,normalized_summary,approved
EVD_000153,SRC_000050,PLACE_000006,recognition,Thủ tướng Chính phủ xếp hạng Gò Đống Đa là Di tích quốc gia đặc biệt ngày 24 tháng 12 năm 2018.,normalized_summary,approved
EVD_000154,SRC_000047,PLACE_000006,measurement,"Sau đợt tu bổ năm 2010, quần thể Gò Đống Đa có tổng diện tích hơn 22.120,8 m².",normalized_summary,approved
EVD_000155,SRC_000046,PLACE_000006,person,Gò Đống Đa gắn với chiến thắng do Hoàng đế Quang Trung – Nguyễn Huệ chỉ huy mùa xuân năm 1789.,normalized_summary,approved
EVD_000156,SRC_000053,PLACE_000006,person,Đền thờ trong quần thể Gò Đống Đa có ban thờ Bắc cung Hoàng hậu Lê Ngọc Hân.,normalized_summary,approved
EVD_000157,SRC_000051,PLACE_000006,person,"Gò Đống Đa gắn với trận đánh tại Khương Thượng, nơi tướng Thanh Sầm Nghi Đống thất trận.",normalized_summary,approved
EVD_000158,SRC_000046,PLACE_000006,history,Di tích Gò Đống Đa gắn với chiến thắng của nghĩa quân Tây Sơn.,normalized_summary,approved
EVD_000159,SRC_000046,PLACE_000006,history,Di tích Gò Đống Đa ghi dấu cuộc đại phá quân Thanh năm 1789.,normalized_summary,approved
EVD_000160,SRC_000046,PLACE_000006,history,Gò Đống Đa là một trong các bãi chiến trường của trận đại phá quân Thanh mùa xuân Kỷ Dậu 1789.,normalized_summary,approved
EVD_000161,SRC_000052,PLACE_000006,festival,Lễ hội Gò Đống Đa được tổ chức hằng năm tại di tích để tưởng niệm chiến thắng và Hoàng đế Quang Trung.,normalized_summary,approved
EVD_000162,SRC_000050,PLACE_000006,recognition,Di tích gắn với sự kiện được xếp hạng Di tích quốc gia đặc biệt theo quyết định của Thủ tướng Chính phủ.,normalized_summary,approved
EVD_000163,SRC_000047,PLACE_000006,renovation,"Di tích Gò Đống Đa được tu bổ, tôn tạo và xây mới một số hạng mục nhân Đại lễ 1000 năm Thăng Long – Hà Nội.",normalized_summary,approved
EVD_000164,SRC_000046,PLACE_000006,history,Chiến thắng Ngọc Hồi – Đống Đa diễn ra vào mùa xuân năm Kỷ Dậu 1789.,normalized_summary,approved
EVD_000165,SRC_000052,PLACE_000006,festival,Lễ hội Gò Đống Đa được tổ chức vào mùng 5 Tết Nguyên Đán hằng năm.,normalized_summary,approved
EVD_000166,SRC_000050,PLACE_000006,recognition,Sự kiện xếp hạng Di tích quốc gia đặc biệt diễn ra ngày 24 tháng 12 năm 2018.,normalized_summary,approved
EVD_000167,SRC_000047,PLACE_000006,renovation,"Đợt tu bổ, tôn tạo di tích phục vụ Đại lễ 1000 năm Thăng Long – Hà Nội diễn ra năm 2010.",normalized_summary,approved
